AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,SuggestedTreatment
Buffaloes,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes,Blood tests recommended; supportive care with nutrition and hydration; possible vitamin supplements
Buffaloes,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Dullness,Depression,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Fever,Wasting,Dehydration,Deability,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Depression,Lying down,Weak Pulse,Colic,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Pig,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Pig,Fever,Depression,Small intestines,Death,Flock Moratality,Yes,Consult a veterinarian for diagnosis and treatment
Pig,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Pig,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Diarrhea,Muscus,Weight loss,Death,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Pig,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Pig,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Pig,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Lameness,Wasting,Blindness,Staggering,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Pig,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swollen,Warm,Constipation,Depression,Bloody,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Pig,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes,Consult a veterinarian for diagnosis and treatment
Deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,Consult a veterinarian for diagnosis and treatment
Deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,Consult a veterinarian for diagnosis and treatment
Deer,changed gait,dull ness,muscles problem,Pain,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Deer,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,Fever,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Deer,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Deer,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Deer,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Deer,swelling,nasal discharge,drooling,tiredness,fever,Yes,Consult a veterinarian for diagnosis and treatment
Deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,Consult a veterinarian for diagnosis and treatment
Deer,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Deer,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Deer,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Nasal Discharge,Lethargy,Blue Eye,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Difficulty breathing,Reduce Energy,Weight loss,Enlarged lymph nodes or Swelling,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Buffaloes,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Chronic eye inflamation,Coughing,Lethargy,Neurologic abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Swelling of face or leg,Coughing,Depression,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Diarrhea with muscus,Tensemus,Nose Bleeds,Flatulence,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Strong cough,Runny nose,Darkened skin,Lethargy,Loss of appettite,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Inflammed eye,Sneezing,Depression,Limping,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Difficulty breathing,Poor Appetite,Eye and Skin change,Unable to exercise,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Fever,Loss of  appetite,Lession on the skin,Lethargy,Joint Pain,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Lesions in the nasal cavity,Lesions on nose,Vomiting,Noisy Breathing,Lesions on nose,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Hair loss,Dandruff,Vomiting,Crusting of the skin,Ulcerated skin,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face,Yes,Consult a veterinarian for diagnosis and treatment
